PO_ID,Supplier_ID,Order_Date,Requested_Delivery_Date,Promised_Lead_Time_days,Delivery_Date,Order_Status,Quantity_Ordered,Quantity_Delivered,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Reason_for_delay,Region,Item_Category,Urgency,Recorded_Communication_ResponseTime_hrs,Capacity_per_month,Min_Order_Qty,Max_Order_Qty,Shipping_Delay_days,Defective_Rate,Product_Quality,Product_Quality_Encoded,Delivery_Delay_days
PO_01933,SUPP_0002,2022-09-08,2022-10-04,26,2022-10-04,Delivered,1917,3087,42.86,44.27,63.0,Yes,,Aluva,Components,Critical,16.3,4272,70,3638,0.0,0.02040816326530612,Medium Quality,1,0.0
PO_01934,SUPP_0072,2023-09-27,2023-10-15,18,2023-10-25,Delivered,1186,2063,54.69,57.49,32.0,Yes,Supplier_Issue,Muvattupuzha,Raw_Materials,Normal,43.6,2302,91,3634,10.0,0.015511391177896268,Medium Quality,1,10.0
PO_01935,SUPP_0013,2022-07-09,2022-08-05,27,2022-08-06,Delivered,220,1232,58.89,55.19,26.0,Yes,Raw_Material_Shortage,Baypur,Components,Normal,37.8,3702,100,2646,1.0,0.021103896103896104,Medium Quality,1,1.0
PO_01936,SUPP_0090,2022-02-07,2022-03-01,22,2022-03-06,Delivered,4033,4325,59.5,59.14,75.0,Yes,Raw_Material_Shortage,Kothamanglam,MRO,Normal,6.9,3946,71,4797,5.0,0.017341040462427744,Medium Quality,1,5.0
PO_01937,SUPP_0148,2023-09-10,2023-09-15,5,2023-09-15,Delivered,3067,2757,18.6,18.96,50.0,Yes,,Baypur,Packaging,Urgent,5.0,4500,150,3291,0.0,0.018135654697134566,Medium Quality,1,0.0
PO_01938,SUPP_0085,2022-03-31,2022-04-28,28,2022-04-28,Delivered,2264,1795,90.24,87.89,38.0,Yes,,Baypur,Raw_Materials,Normal,14.2,4291,117,4848,0.0,0.02116991643454039,Medium Quality,1,0.0
PO_01939,SUPP_0028,2023-03-03,2023-03-16,13,2023-03-16,Delivered,2080,2571,104.6,99.13,45.0,Yes,,Palakkad,Raw_Materials,Normal,17.2,2527,185,3495,0.0,0.01750291715285881,Medium Quality,1,0.0
PO_01940,SUPP_0042,2023-11-20,2023-12-16,26,2023-12-16,Delivered,1788,665,96.58,92.14,19.0,Yes,,Palakkad,Packaging,Urgent,36.8,2178,78,3059,0.0,0.02857142857142857,Medium Quality,1,0.0
PO_01941,SUPP_0147,2023-07-30,2023-08-07,8,2023-08-07,Delivered,2319,475,105.79,97.25,10.0,Yes,,Muvattupuzha,Raw_Materials,Normal,43.1,2431,173,3568,0.0,0.021052631578947368,Medium Quality,1,0.0
PO_01942,SUPP_0117,2023-08-16,2023-08-26,10,2023-08-26,Delivered,417,4107,16.89,16.25,99.0,Yes,,Palakkad,Components,Urgent,12.8,4236,112,5261,0.0,0.02410518626734843,Medium Quality,1,0.0
PO_01943,SUPP_0010,2022-04-06,2022-04-19,13,2022-04-19,Delivered,829,510,16.25,16.17,18.0,Yes,,Baypur,Packaging,Urgent,18.6,1582,64,2189,0.0,0.03529411764705882,Medium Quality,1,0.0
PO_01944,SUPP_0083,2023-01-13,2023-02-08,26,2023-02-08,Delivered,3529,877,91.4,92.62,14.0,Yes,,Kothamanglam,Packaging,Urgent,11.4,598,142,4961,0.0,0.01596351197263398,Medium Quality,1,0.0
PO_01945,SUPP_0018,2023-03-14,2023-03-31,17,2023-04-05,Delivered,1169,821,21.93,22.06,18.0,Yes,Supplier_Issue,Kothamanglam,Raw_Materials,Normal,9.5,1978,57,2034,5.0,0.02192448233861145,Medium Quality,1,5.0
PO_01946,SUPP_0075,2023-04-28,2023-05-21,23,2023-05-22,Delivered,1400,411,79.85,77.51,7.0,Yes,Raw_Material_Shortage,Baypur,Raw_Materials,Normal,19.5,2549,178,3327,1.0,0.0170316301703163,Medium Quality,1,1.0
PO_01947,SUPP_0071,2022-12-04,2022-12-09,5,,Cancelled,888,0,76.44,70.02,0.0,Yes,,Muvattupuzha,Packaging,Critical,32.2,2885,153,2640,,0.0,High Quality,2,0.0
PO_01948,SUPP_0106,2023-06-22,2023-06-29,7,2023-06-29,Delivered,1791,1117,41.22,42.35,14.0,Yes,,Kochi,Packaging,Normal,36.4,3509,176,2154,0.0,0.012533572068039392,Medium Quality,1,0.0
PO_01949,SUPP_0054,2023-09-19,2023-09-28,9,2023-09-28,Delivered,3016,1022,65.09,63.36,12.0,Yes,,Palakkad,MRO,Normal,13.2,4243,145,3495,0.0,0.011741682974559686,Medium Quality,1,0.0
PO_01950,SUPP_0028,2023-08-09,2023-08-15,6,2023-08-20,Delivered,1156,2521,34.09,35.39,62.0,Yes,Supplier_Issue,Palakkad,Raw_Materials,Normal,8.2,2527,185,3495,5.0,0.02459341531138437,Medium Quality,1,5.0
PO_01951,SUPP_0124,2023-12-07,2024-01-04,28,2024-01-04,Delivered,2305,4736,46.39,47.77,101.0,Yes,,Aluva,MRO,Critical,20.6,4642,148,4870,0.0,0.021326013513513514,Medium Quality,1,0.0
PO_01952,SUPP_0074,2023-03-14,2023-03-27,13,2023-03-27,Delivered,2569,987,10.86,10.86,23.0,Yes,,Baypur,Packaging,Critical,29.3,1123,109,2880,0.0,0.02330293819655522,Medium Quality,1,0.0
PO_01953,SUPP_0082,2022-09-23,2022-10-15,22,,Cancelled,3213,0,49.59,50.98,0.0,Yes,,Aluva,Components,Critical,15.7,753,161,4557,,0.0,High Quality,2,0.0
PO_01954,SUPP_0148,2023-10-01,2023-10-10,9,2023-10-10,Delivered,1900,1695,81.55,83.06,43.0,Yes,,Baypur,Packaging,Urgent,8.7,4500,150,3291,0.0,0.02536873156342183,Medium Quality,1,0.0
PO_01955,SUPP_0034,2023-09-22,2023-10-03,11,,Cancelled,1765,0,49.3,45.91,0.0,No,,Kochi,Components,Critical,10.2,1304,148,4731,,0.0,Low Quality,0,0.0
PO_01956,SUPP_0128,2023-06-17,2023-06-27,10,2023-06-27,Delivered,2514,3302,98.7,93.33,93.0,No,,Kochi,MRO,Critical,43.0,4175,107,3974,0.0,0.028164748637189582,Low Quality,0,0.0
PO_01957,SUPP_0128,2023-05-20,2023-06-18,29,2023-06-18,Delivered,2993,3327,34.98,33.2,62.0,Yes,,Kochi,MRO,Normal,1.7,4175,107,3974,0.0,0.018635407273820258,Medium Quality,1,0.0
PO_01958,SUPP_0060,2023-12-27,2024-01-25,29,2024-01-25,Delivered,2506,1657,55.69,53.25,41.0,Yes,,Palakkad,Packaging,Urgent,17.9,2207,117,5510,0.0,0.024743512371756187,Medium Quality,1,0.0
PO_01959,SUPP_0050,2022-01-02,2022-01-12,10,2022-01-12,Delivered,703,4320,57.4,58.41,88.0,Yes,,Muvattupuzha,MRO,Normal,26.9,1806,170,4675,0.0,0.020370370370370372,Medium Quality,1,0.0
PO_01960,SUPP_0007,2023-04-22,2023-05-08,16,2023-05-15,Delivered,1814,1778,51.91,52.34,33.0,Yes,Logistics,Aluva,Raw_Materials,Critical,30.9,2933,70,3184,7.0,0.01856017997750281,Medium Quality,1,7.0
PO_01961,SUPP_0054,2023-09-23,2023-10-14,21,2023-10-14,Delivered,1450,2789,31.34,32.77,42.0,No,,Palakkad,MRO,Urgent,12.5,4243,145,3495,0.0,0.015059160989602008,Low Quality,0,0.0
PO_01962,SUPP_0106,2022-02-16,2022-03-05,17,2022-03-05,Delivered,2058,1909,89.18,81.75,40.0,Yes,,Kochi,Packaging,Urgent,8.7,3509,176,2154,0.0,0.020953378732320588,Medium Quality,1,0.0
PO_01963,SUPP_0090,2023-07-28,2023-08-18,21,2023-08-18,Delivered,1699,1851,68.94,70.41,31.0,Yes,,Kothamanglam,MRO,Critical,1.5,3946,71,4797,0.0,0.016747703943814155,Medium Quality,1,0.0
PO_01964,SUPP_0055,2022-01-12,2022-01-28,16,,Cancelled,1117,0,77.37,76.51,0.0,Yes,,Baypur,MRO,Critical,43.2,3804,162,3853,,0.0,High Quality,2,0.0
PO_01965,SUPP_0052,2023-12-08,2023-12-14,6,2023-12-14,Delivered,1742,2600,62.75,60.47,46.0,Yes,,Kochi,Packaging,Urgent,11.0,4913,100,3257,0.0,0.01769230769230769,Medium Quality,1,0.0
PO_01966,SUPP_0066,2022-03-11,2022-03-20,9,2022-03-20,Delivered,3185,3650,37.04,35.52,62.0,Yes,,Baypur,Raw_Materials,Urgent,34.6,3897,142,3794,0.0,0.016986301369863014,Medium Quality,1,0.0
PO_01967,SUPP_0077,2023-06-03,2023-06-25,22,2023-06-27,Delivered,1364,323,43.26,40.47,4.0,Yes,Supplier_Issue,Palakkad,Packaging,Urgent,34.0,4590,58,5304,2.0,0.01238390092879257,Medium Quality,1,2.0
PO_01968,SUPP_0002,2022-04-27,2022-05-16,19,2022-05-16,Delivered,1739,2589,88.53,90.54,33.0,Yes,,Aluva,Components,Critical,24.9,4272,70,3638,0.0,0.012746234067207415,Medium Quality,1,0.0
PO_01969,SUPP_0086,2022-12-16,2022-12-29,13,2022-12-29,Delivered,1502,2740,79.81,73.27,59.0,Yes,,Aluva,MRO,Urgent,26.2,4993,70,2815,0.0,0.021532846715328468,Medium Quality,1,0.0
PO_01970,SUPP_0146,2023-09-23,2023-09-29,6,,Cancelled,2389,0,95.23,99.71,0.0,No,,Palakkad,Packaging,Normal,4.7,1395,133,3687,,0.0,Low Quality,0,0.0
PO_01971,SUPP_0045,2022-07-18,2022-08-12,25,2022-08-12,Delivered,410,248,31.76,29.41,4.0,Yes,,Aluva,Components,Urgent,35.1,3560,183,2795,0.0,0.016129032258064516,Medium Quality,1,0.0
PO_01972,SUPP_0087,2023-11-20,2023-12-14,24,2023-12-14,Delivered,1582,3380,77.3,73.18,68.0,Yes,,Aluva,Packaging,Urgent,43.6,4487,177,3415,0.0,0.020118343195266272,Medium Quality,1,0.0
PO_01973,SUPP_0122,2022-02-06,2022-02-21,15,2022-02-21,Delivered,1380,3001,93.71,94.03,57.0,Yes,,Kochi,Components,Critical,39.0,504,152,3219,0.0,0.01899366877707431,Medium Quality,1,0.0
PO_01974,SUPP_0035,2023-05-09,2023-05-20,11,2023-05-20,Delivered,2207,1534,16.98,17.81,32.0,Yes,,Kothamanglam,Packaging,Normal,11.0,3273,84,2960,0.0,0.020860495436766623,Medium Quality,1,0.0
PO_01975,SUPP_0118,2023-07-04,2023-07-17,13,,Cancelled,3271,0,73.15,74.96,0.0,No,,Aluva,Packaging,Urgent,20.2,1648,199,4361,,0.0,Low Quality,0,0.0
PO_01976,SUPP_0119,2023-02-28,2023-03-18,18,2023-03-18,Delivered,3784,2997,41.89,41.69,59.0,Yes,,Kochi,Packaging,Critical,12.9,2215,119,5854,0.0,0.019686353019686353,Medium Quality,1,0.0
PO_01977,SUPP_0015,2023-06-18,2023-07-16,28,2023-07-16,Delivered,957,1804,49.03,50.57,27.0,Yes,,Palakkad,MRO,Urgent,5.4,1100,109,4061,0.0,0.014966740576496674,Medium Quality,1,0.0
PO_01978,SUPP_0145,2023-11-26,2023-12-23,27,2023-12-26,Delivered,858,522,68.59,72.08,8.0,Yes,Customs,Baypur,Raw_Materials,Critical,19.3,3587,73,2335,3.0,0.01532567049808429,Medium Quality,1,3.0
PO_01979,SUPP_0138,2022-01-20,2022-02-01,12,2022-02-04,Delivered,2839,3130,38.91,39.55,62.0,Yes,Raw_Material_Shortage,Aluva,Raw_Materials,Critical,16.9,2641,193,4265,3.0,0.019808306709265176,Medium Quality,1,3.0
PO_01980,SUPP_0085,2022-12-29,2023-01-13,15,2023-01-13,Delivered,3243,4638,96.8,99.19,100.0,Yes,,Baypur,Raw_Materials,Normal,44.9,4291,117,4848,0.0,0.0215610176800345,Medium Quality,1,0.0
PO_01981,SUPP_0039,2022-10-15,2022-10-30,15,2022-11-02,Delivered,2646,692,24.21,22.78,15.0,Yes,Logistics,Baypur,Packaging,Urgent,34.0,1984,112,2863,3.0,0.02167630057803468,Medium Quality,1,3.0
PO_01982,SUPP_0097,2023-10-04,2023-10-16,12,2023-10-16,Delivered,1396,5736,57.53,52.98,125.0,No,,Kothamanglam,Raw_Materials,Critical,29.7,3065,148,5963,0.0,0.02179218967921897,Low Quality,0,0.0
PO_01983,SUPP_0043,2023-08-08,2023-08-31,23,2023-09-05,Delivered,2558,1903,43.92,45.55,34.0,Yes,Supplier_Issue,Palakkad,Components,Urgent,38.9,2222,135,3819,5.0,0.01786652653704677,Medium Quality,1,5.0
PO_01984,SUPP_0048,2023-09-02,2023-09-20,18,2023-09-21,Delivered,428,1156,35.21,35.26,20.0,Yes,Logistics,Baypur,Components,Urgent,3.2,2029,141,3496,1.0,0.01730103806228374,Medium Quality,1,1.0
PO_01985,SUPP_0081,2023-12-28,2024-01-14,17,2024-01-14,Delivered,1266,1621,102.26,95.31,33.0,Yes,,Muvattupuzha,Raw_Materials,Normal,29.7,2148,153,5923,0.0,0.020357803824799507,Medium Quality,1,0.0
PO_01986,SUPP_0070,2023-02-28,2023-03-07,7,2023-03-08,Delivered,761,478,60.13,54.96,11.0,Yes,Logistics,Aluva,Components,Urgent,43.8,3476,177,4598,1.0,0.02301255230125523,Medium Quality,1,1.0
PO_01987,SUPP_0061,2023-01-16,2023-01-25,9,2023-01-25,Delivered,189,1108,15.3,14.86,17.0,Yes,,Palakkad,MRO,Urgent,28.5,702,172,2400,0.0,0.015342960288808664,Medium Quality,1,0.0
PO_01988,SUPP_0078,2022-08-10,2022-09-04,25,2022-09-04,Delivered,2911,4723,66.04,60.98,89.0,Yes,,Kochi,Components,Critical,29.3,3670,196,4863,0.0,0.01884395511327546,Medium Quality,1,0.0
PO_01989,SUPP_0078,2022-06-29,2022-07-26,27,2022-07-27,Delivered,1578,2816,91.74,88.75,52.0,Yes,Logistics,Kochi,Components,Urgent,22.4,3670,196,4863,1.0,0.018465909090909092,Medium Quality,1,1.0
PO_01990,SUPP_0010,2022-07-26,2022-08-08,13,2022-08-18,Delivered,1851,489,22.33,22.55,11.0,Yes,Logistics,Baypur,Packaging,Urgent,34.7,1582,64,2189,10.0,0.022494887525562373,Medium Quality,1,10.0
PO_01991,SUPP_0130,2022-01-26,2022-02-12,17,,Cancelled,2424,0,31.36,29.54,0.0,No,,Kochi,MRO,Urgent,40.1,3338,176,5464,,0.0,Low Quality,0,0.0
PO_01992,SUPP_0129,2022-06-07,2022-06-14,7,2022-06-19,Delivered,744,2981,67.12,67.39,58.0,Yes,Raw_Material_Shortage,Muvattupuzha,MRO,Urgent,12.6,1869,166,3853,5.0,0.019456558201945657,Medium Quality,1,5.0
PO_01993,SUPP_0124,2023-06-21,2023-07-15,24,2023-07-22,Delivered,1024,2324,44.73,41.22,43.0,Yes,Customs,Aluva,MRO,Urgent,1.9,4642,148,4870,7.0,0.018502581755593803,Medium Quality,1,7.0
PO_01994,SUPP_0037,2022-04-11,2022-04-16,5,2022-04-16,Delivered,955,2599,62.89,58.85,45.0,Yes,,Palakkad,Raw_Materials,Critical,8.5,1002,191,2870,0.0,0.01731435167372066,Medium Quality,1,0.0
PO_01995,SUPP_0034,2022-07-30,2022-08-09,10,2022-08-09,Delivered,892,4384,21.97,20.33,90.0,Yes,,Kochi,Components,Critical,29.0,1304,148,4731,0.0,0.02052919708029197,Medium Quality,1,0.0
PO_01996,SUPP_0010,2023-04-16,2023-05-06,20,2023-05-07,Delivered,1903,67,27.69,27.11,0.0,Yes,Weather,Baypur,Packaging,Critical,25.4,1582,64,2189,1.0,0.0,High Quality,2,1.0
PO_01997,SUPP_0134,2022-04-29,2022-05-08,9,2022-05-08,Delivered,270,2500,46.85,45.46,43.0,Yes,,Muvattupuzha,Components,Normal,34.5,3843,118,4837,0.0,0.0172,Medium Quality,1,0.0
PO_01998,SUPP_0080,2022-02-15,2022-03-05,18,2022-03-05,Delivered,165,2557,78.48,74.82,57.0,Yes,,Baypur,Components,Critical,43.9,3691,165,2586,0.0,0.022291748142354323,Medium Quality,1,0.0
PO_01999,SUPP_0023,2022-12-08,2023-01-02,25,2023-01-03,Delivered,3221,1308,84.0,77.34,33.0,Yes,Weather,Baypur,Raw_Materials,Normal,9.5,3842,89,5796,1.0,0.02522935779816514,Medium Quality,1,1.0
PO_02000,SUPP_0027,2023-06-18,2023-07-09,21,2023-07-09,Delivered,313,1015,98.71,90.52,22.0,Yes,,Baypur,Packaging,Critical,6.2,3068,137,3152,0.0,0.02167487684729064,Medium Quality,1,0.0
PO_02001,SUPP_0080,2022-01-24,2022-02-09,16,2022-02-10,Delivered,2256,1174,74.49,75.63,22.0,No,Supplier_Issue,Baypur,Components,Urgent,20.5,3691,165,2586,1.0,0.018739352640545145,Low Quality,0,1.0
PO_02002,SUPP_0054,2022-11-25,2022-12-24,29,2022-12-24,Delivered,2913,2977,20.63,20.14,59.0,Yes,,Palakkad,MRO,Normal,18.2,4243,145,3495,0.0,0.019818609338259994,Medium Quality,1,0.0
PO_02003,SUPP_0050,2022-10-21,2022-11-07,17,,Cancelled,3155,0,36.99,38.36,0.0,Yes,,Muvattupuzha,MRO,Urgent,42.5,1806,170,4675,,0.0,High Quality,2,0.0
PO_02004,SUPP_0137,2022-11-23,2022-12-20,27,2022-12-20,Delivered,3645,4545,83.7,87.67,77.0,No,,Kothamanglam,Packaging,Urgent,29.3,3856,118,5118,0.0,0.016941694169416942,Low Quality,0,0.0
PO_02005,SUPP_0031,2022-10-07,2022-10-26,19,2022-10-26,Delivered,2461,1954,91.19,88.83,39.0,Yes,,Kochi,Raw_Materials,Normal,17.7,700,121,2779,0.0,0.019959058341862845,Medium Quality,1,0.0
PO_02006,SUPP_0041,2022-10-08,2022-10-17,9,,Cancelled,2384,0,102.73,98.95,0.0,Yes,,Muvattupuzha,Components,Normal,28.6,4691,181,3757,,0.0,High Quality,2,0.0
PO_02007,SUPP_0004,2023-09-30,2023-10-13,13,2023-10-18,Delivered,471,4541,41.18,40.13,99.0,Yes,Supplier_Issue,Kochi,Raw_Materials,Critical,40.1,3944,149,4919,5.0,0.02180136533803127,Medium Quality,1,5.0
PO_02008,SUPP_0027,2022-07-31,2022-08-26,26,2022-08-26,Delivered,876,1605,87.78,91.04,36.0,Yes,,Baypur,Packaging,Critical,45.5,3068,137,3152,0.0,0.022429906542056073,Medium Quality,1,0.0
PO_02009,SUPP_0090,2023-07-17,2023-08-06,20,2023-08-06,Delivered,2063,4065,63.51,64.67,81.0,Yes,,Kothamanglam,MRO,Urgent,1.9,3946,71,4797,0.0,0.01992619926199262,Medium Quality,1,0.0
PO_02010,SUPP_0070,2022-05-25,2022-06-12,18,2022-06-17,Delivered,3365,4111,53.1,52.34,84.0,Yes,Customs,Aluva,Components,Critical,30.4,3476,177,4598,5.0,0.020432984675261494,Medium Quality,1,5.0
PO_02011,SUPP_0063,2022-06-25,2022-07-24,29,2022-07-27,Delivered,1592,893,86.89,88.38,22.0,Yes,Logistics,Muvattupuzha,MRO,Urgent,29.9,3431,147,2197,3.0,0.02463605823068309,Medium Quality,1,3.0
PO_02012,SUPP_0087,2023-07-08,2023-08-05,28,2023-08-05,Delivered,948,2176,97.62,90.59,52.0,No,,Aluva,Packaging,Urgent,3.3,4487,177,3415,0.0,0.02389705882352941,Low Quality,0,0.0
PO_02013,SUPP_0013,2022-05-14,2022-05-24,10,2022-05-26,Delivered,1436,2527,48.31,45.79,62.0,Yes,Logistics,Baypur,Components,Urgent,38.3,3702,100,2646,2.0,0.02453502176493866,Medium Quality,1,2.0
PO_02014,SUPP_0013,2022-04-19,2022-04-26,7,2022-04-26,Delivered,806,1055,55.42,56.96,25.0,Yes,,Baypur,Components,Urgent,6.5,3702,100,2646,0.0,0.023696682464454975,Medium Quality,1,0.0
PO_02015,SUPP_0014,2022-03-30,2022-04-28,29,2022-05-01,Delivered,796,3153,86.13,82.93,61.0,Yes,Weather,Aluva,Packaging,Urgent,31.1,3388,67,4435,3.0,0.01934665398033619,Medium Quality,1,3.0
PO_02016,SUPP_0046,2023-12-23,2024-01-05,13,,Cancelled,2166,0,87.99,89.24,0.0,Yes,,Muvattupuzha,Components,Critical,29.1,4127,133,5869,,0.0,High Quality,2,0.0
PO_02017,SUPP_0115,2023-09-24,2023-10-15,21,2023-10-15,Delivered,2241,4466,82.28,86.25,110.0,No,,Palakkad,Raw_Materials,Urgent,32.5,1666,141,5425,0.0,0.024630541871921183,Low Quality,0,0.0
PO_02018,SUPP_0080,2022-12-07,2022-12-23,16,2022-12-23,Delivered,2100,683,28.43,28.49,17.0,Yes,,Baypur,Components,Normal,17.9,3691,165,2586,0.0,0.024890190336749635,Medium Quality,1,0.0
PO_02019,SUPP_0137,2022-03-22,2022-04-20,29,2022-04-20,Delivered,1702,1110,99.68,94.8,18.0,Yes,,Kothamanglam,Packaging,Urgent,29.4,3856,118,5118,0.0,0.016216216216216217,Medium Quality,1,0.0
PO_02020,SUPP_0146,2022-05-15,2022-06-03,19,2022-06-08,Delivered,2115,2405,29.94,31.0,43.0,Yes,Logistics,Palakkad,Packaging,Critical,14.1,1395,133,3687,5.0,0.01787941787941788,Medium Quality,1,5.0
PO_02021,SUPP_0120,2022-04-10,2022-05-09,29,2022-05-09,Delivered,2770,4866,40.02,36.73,105.0,Yes,,Baypur,MRO,Urgent,10.4,2991,150,5040,0.0,0.02157829839704069,Medium Quality,1,0.0
PO_02022,SUPP_0080,2023-12-02,2023-12-16,14,2023-12-16,Delivered,1573,1814,11.31,11.66,34.0,Yes,,Baypur,Components,Critical,3.4,3691,165,2586,0.0,0.018743109151047408,Medium Quality,1,0.0
PO_02023,SUPP_0120,2023-04-27,2023-05-05,8,2023-05-10,Delivered,2545,957,56.04,51.9,23.0,Yes,Raw_Material_Shortage,Baypur,MRO,Normal,3.2,2991,150,5040,5.0,0.024033437826541274,Medium Quality,1,5.0
PO_02024,SUPP_0037,2023-09-24,2023-10-13,19,2023-10-13,Delivered,2689,1511,76.31,74.89,33.0,Yes,,Palakkad,Raw_Materials,Urgent,14.6,1002,191,2870,0.0,0.02183984116479153,Medium Quality,1,0.0
PO_02025,SUPP_0094,2023-02-06,2023-02-18,12,2023-02-19,Delivered,1211,1955,78.74,78.95,41.0,Yes,Raw_Material_Shortage,Muvattupuzha,MRO,Critical,34.8,1459,110,2815,1.0,0.020971867007672635,Medium Quality,1,1.0
PO_02026,SUPP_0085,2022-11-29,2022-12-10,11,2022-12-10,Delivered,828,1902,12.55,12.35,36.0,Yes,,Baypur,Raw_Materials,Urgent,35.8,4291,117,4848,0.0,0.01892744479495268,Medium Quality,1,0.0
PO_02027,SUPP_0125,2022-01-31,2022-02-11,11,2022-02-11,Delivered,1995,1496,76.0,77.6,28.0,Yes,,Baypur,Raw_Materials,Normal,37.7,4864,163,2635,0.0,0.01871657754010695,Medium Quality,1,0.0
PO_02028,SUPP_0122,2022-04-26,2022-05-17,21,2022-05-17,Delivered,801,514,76.84,80.33,12.0,Yes,,Kochi,Components,Urgent,33.5,504,152,3219,0.0,0.023346303501945526,Medium Quality,1,0.0
PO_02029,SUPP_0123,2023-04-18,2023-05-04,16,2023-05-04,Delivered,2087,1317,30.81,29.48,30.0,Yes,,Muvattupuzha,Packaging,Normal,26.4,1376,165,5421,0.0,0.022779043280182234,Medium Quality,1,0.0
PO_02030,SUPP_0073,2022-12-23,2023-01-20,28,2023-01-30,Delivered,1201,867,78.2,75.65,18.0,Yes,Supplier_Issue,Palakkad,Components,Critical,20.7,762,193,4393,10.0,0.020761245674740483,Medium Quality,1,10.0
PO_02031,SUPP_0033,2023-06-05,2023-06-10,5,2023-06-10,Delivered,1438,3055,94.16,91.34,66.0,Yes,,Muvattupuzha,Components,Normal,21.2,2954,111,3751,0.0,0.02160392798690671,Medium Quality,1,0.0
PO_02032,SUPP_0104,2022-04-20,2022-04-26,6,2022-04-26,Delivered,1258,989,85.57,89.99,24.0,Yes,,Aluva,Packaging,Urgent,18.5,3233,73,2625,0.0,0.024266936299292215,Medium Quality,1,0.0
PO_02033,SUPP_0143,2023-10-28,2023-11-11,14,,Cancelled,1755,0,59.46,56.15,0.0,Yes,,Aluva,Raw_Materials,Normal,1.7,4230,145,4816,,0.0,High Quality,2,0.0
PO_02034,SUPP_0078,2023-06-30,2023-07-06,6,,Cancelled,2689,0,92.1,86.25,0.0,Yes,,Kochi,Components,Urgent,23.1,3670,196,4863,,0.0,High Quality,2,0.0
PO_02035,SUPP_0103,2023-08-28,2023-09-20,23,2023-09-20,Delivered,3879,3140,32.07,32.13,58.0,Yes,,Aluva,Components,Urgent,37.6,1069,116,3895,0.0,0.018471337579617834,Medium Quality,1,0.0
PO_02036,SUPP_0062,2023-09-28,2023-10-05,7,,Cancelled,4296,0,46.95,46.56,0.0,Yes,,Baypur,Raw_Materials,Normal,20.6,1266,87,4327,,0.0,High Quality,2,0.0
PO_02037,SUPP_0141,2022-06-12,2022-06-28,16,2022-06-28,Delivered,1658,3757,88.04,86.9,79.0,Yes,,Baypur,MRO,Urgent,3.1,2257,150,4070,0.0,0.02102741549108331,Medium Quality,1,0.0
PO_02038,SUPP_0099,2022-03-09,2022-03-29,20,2022-04-01,Delivered,1679,2784,88.01,90.65,61.0,Yes,Customs,Baypur,Packaging,Normal,31.6,801,144,5170,3.0,0.021910919540229886,Medium Quality,1,3.0
PO_02039,SUPP_0111,2023-03-22,2023-04-07,16,2023-04-12,Delivered,1611,3701,41.66,41.08,71.0,Yes,Supplier_Issue,Palakkad,MRO,Urgent,33.8,2341,62,4875,5.0,0.019184004323155902,Medium Quality,1,5.0
PO_02040,SUPP_0140,2023-12-12,2024-01-05,24,2024-01-05,Delivered,3903,590,73.7,67.39,14.0,No,,Aluva,Raw_Materials,Normal,24.4,2135,82,5325,0.0,0.023728813559322035,Low Quality,0,0.0
PO_02041,SUPP_0045,2023-11-10,2023-11-25,15,2023-11-25,Delivered,2431,1299,78.83,73.03,32.0,Yes,,Aluva,Components,Critical,4.4,3560,183,2795,0.0,0.024634334103156273,Medium Quality,1,0.0
PO_02042,SUPP_0020,2023-12-30,2024-01-21,22,2024-01-21,Delivered,3741,3551,88.89,87.42,76.0,Yes,,Aluva,Components,Critical,12.4,3573,183,4613,0.0,0.021402421852999155,Medium Quality,1,0.0
PO_02043,SUPP_0125,2022-04-28,2022-05-06,8,2022-05-06,Delivered,783,2439,50.06,49.64,50.0,Yes,,Baypur,Raw_Materials,Critical,45.3,4864,163,2635,0.0,0.02050020500205002,Medium Quality,1,0.0
PO_02044,SUPP_0119,2022-11-30,2022-12-19,19,,Cancelled,1063,0,87.06,81.62,0.0,No,,Kochi,Packaging,Critical,9.4,2215,119,5854,,0.0,Low Quality,0,0.0
PO_02045,SUPP_0025,2023-04-01,2023-04-12,11,2023-04-13,Delivered,1769,1068,76.59,71.91,17.0,No,Raw_Material_Shortage,Baypur,Components,Urgent,36.1,4493,173,2492,1.0,0.015917602996254682,Low Quality,0,1.0
PO_02046,SUPP_0104,2022-03-13,2022-03-22,9,2022-03-24,Delivered,1462,2105,68.52,72.13,54.0,Yes,Supplier_Issue,Aluva,Packaging,Normal,32.2,3233,73,2625,2.0,0.025653206650831355,Medium Quality,1,2.0
PO_02047,SUPP_0098,2022-12-02,2022-12-30,28,,Cancelled,3115,0,70.46,64.87,0.0,Yes,,Baypur,Packaging,Urgent,9.0,1560,73,5420,,0.0,High Quality,2,0.0
PO_02048,SUPP_0016,2022-04-03,2022-04-25,22,2022-04-25,Delivered,4359,2154,17.01,16.77,38.0,Yes,,Kothamanglam,Components,Normal,46.4,741,58,5417,0.0,0.017641597028783658,Medium Quality,1,0.0
PO_02049,SUPP_0036,2023-08-18,2023-08-28,10,2023-09-02,Delivered,2313,2730,33.16,31.85,58.0,Yes,Logistics,Palakkad,Components,Normal,12.6,3190,50,3028,5.0,0.021245421245421246,Medium Quality,1,5.0
