PO_ID,Supplier_ID,Order_Date,Requested_Delivery_Date,Promised_Lead_Time_days,Delivery_Date,Order_Status,Quantity_Ordered,Quantity_Delivered,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Reason_for_delay,Region,Item_Category,Urgency,Recorded_Communication_ResponseTime_hrs,Capacity_per_month,Min_Order_Qty,Max_Order_Qty,Shipping_Delay_days,Defective_Rate,Product_Quality,Product_Quality_Encoded,Delivery_Delay_days,Item_Category_ID,Product_Quality_ID
PO_04531,SUPP_0095,03-09-2022,26-09-2022,23,26-09-2022,Delivered,4086,2454,25.37,25.7,60,Yes,,Aluva,Packaging,Normal,2.7,3620,66,5243,0,0.024449878,Medium Quality,1,0,3,1
PO_04532,SUPP_0121,31-12-2023,07-01-2024,7,07-01-2024,Delivered,568,3028,18.66,19.42,74,Yes,,Kochi,MRO,Normal,9.9,3624,109,5051,0,0.024438573,Medium Quality,1,0,0,1
PO_04533,SUPP_0083,16-05-2022,03-06-2022,18,05-06-2022,Delivered,4375,2738,88.95,91.87,58,Yes,Customs,Kothamanglam,Packaging,Normal,7,598,142,4961,2,0.021183346,Medium Quality,1,2,3,1
PO_04534,SUPP_0008,31-07-2022,20-08-2022,20,20-08-2022,Delivered,1874,2207,66.64,64.7,49,Yes,,Aluva,Packaging,Critical,3.7,3885,71,4300,0,0.022202084,Medium Quality,1,0,3,1
PO_04535,SUPP_0119,16-04-2023,08-05-2023,22,11-05-2023,Delivered,2186,4561,85.27,83.62,95,Yes,Raw_Material_Shortage,Kochi,Packaging,Critical,12.9,2215,119,5854,3,0.020828766,Medium Quality,1,3,3,1
PO_04536,SUPP_0114,05-09-2022,30-09-2022,25,30-09-2022,Delivered,2342,1801,37.6,35.08,42,Yes,,Palakkad,Raw_Materials,Normal,8.3,4995,191,2971,0,0.023320378,Medium Quality,1,0,1,1
PO_04537,SUPP_0119,28-05-2023,23-06-2023,26,24-06-2023,Delivered,1501,2037,72.05,72.73,36,Yes,Logistics,Kochi,Packaging,Critical,18.1,2215,119,5854,1,0.017673049,Medium Quality,1,1,3,1
PO_04538,SUPP_0085,13-06-2022,25-06-2022,12,25-06-2022,Delivered,1047,1164,63.2,63.97,23,Yes,,Baypur,Raw_Materials,Normal,45.9,4291,117,4848,0,0.01975945,Medium Quality,1,0,1,1
PO_04539,SUPP_0119,13-03-2022,10-04-2022,28,10-04-2022,Delivered,3957,343,17,15.62,4,No,,Kochi,Packaging,Normal,46,2215,119,5854,0,0.011661808,Low Quality,0,0,3,2
PO_04540,SUPP_0009,30-11-2023,26-12-2023,26,29-12-2023,Delivered,1741,1151,51.38,48.62,18,Yes,Weather,Kochi,Raw_Materials,Critical,1.3,3404,98,2474,3,0.015638575,Medium Quality,1,3,1,1
PO_04541,SUPP_0121,30-01-2023,28-02-2023,29,03-03-2023,Delivered,2390,141,77.84,72.88,2,Yes,Logistics,Kochi,MRO,Urgent,14.7,3624,109,5051,3,0.014184397,Medium Quality,1,3,0,1
PO_04542,SUPP_0067,05-07-2023,15-07-2023,10,16-07-2023,Delivered,1855,540,53.07,49.18,9,No,Logistics,Palakkad,Raw_Materials,Critical,47.3,1159,196,3369,1,0.016666667,Low Quality,0,1,1,2
PO_04543,SUPP_0137,25-01-2022,05-02-2022,11,07-02-2022,Delivered,4284,1129,56.26,55.81,23,Yes,Weather,Kothamanglam,Packaging,Urgent,4.8,3856,118,5118,2,0.020372011,Medium Quality,1,2,3,1
PO_04544,SUPP_0016,27-10-2022,15-11-2022,19,15-11-2022,Delivered,219,5197,13.12,12.37,95,Yes,,Kothamanglam,Components,Urgent,2.7,741,58,5417,0,0.018279777,Medium Quality,1,0,2,1
PO_04545,SUPP_0011,08-01-2023,04-02-2023,27,,Cancelled,2197,0,30.29,31.04,0,Yes,,Palakkad,MRO,Urgent,36.1,3234,100,3899,,0,High Quality,2,0,0,0
PO_04546,SUPP_0131,07-10-2023,24-10-2023,17,,Cancelled,1932,0,20.59,21.26,0,Yes,,Aluva,Packaging,Critical,4.6,2431,178,3081,,0,High Quality,2,0,3,0
PO_04547,SUPP_0113,15-03-2023,10-04-2023,26,10-04-2023,Delivered,922,626,96.35,97.73,17,Yes,,Muvattupuzha,MRO,Normal,22.3,4615,114,5847,0,0.02715655,Medium Quality,1,0,0,1
PO_04548,SUPP_0027,30-05-2022,13-06-2022,14,13-06-2022,Delivered,2710,308,38.45,40.26,9,Yes,,Baypur,Packaging,Urgent,36.6,3068,137,3152,0,0.029220779,Medium Quality,1,0,3,1
PO_04549,SUPP_0149,25-04-2022,22-05-2022,27,22-05-2022,Delivered,836,2929,49.88,51.24,50,No,,Baypur,Raw_Materials,Critical,23.9,4413,92,5627,0,0.017070673,Low Quality,0,0,1,2
PO_04550,SUPP_0044,11-01-2023,01-02-2023,21,01-02-2023,Delivered,1163,329,22.7,22.01,8,Yes,,Aluva,Packaging,Urgent,41.5,3125,94,3597,0,0.024316109,Medium Quality,1,0,3,1
PO_04551,SUPP_0087,26-05-2022,13-06-2022,18,13-06-2022,Delivered,3396,1152,86.42,81.06,27,Yes,,Aluva,Packaging,Normal,39.2,4487,177,3415,0,0.0234375,Medium Quality,1,0,3,1
PO_04552,SUPP_0124,04-08-2022,29-08-2022,25,29-08-2022,Delivered,3799,4797,106.94,98.88,90,No,,Aluva,MRO,Urgent,20.2,4642,148,4870,0,0.018761726,Low Quality,0,0,0,2
PO_04553,SUPP_0025,04-12-2022,15-12-2022,11,15-12-2022,Delivered,793,190,53.89,50.09,6,No,,Baypur,Components,Critical,34.4,4493,173,2492,0,0.031578947,Low Quality,0,0,2,2
PO_04554,SUPP_0019,15-04-2023,03-05-2023,18,03-05-2023,Delivered,5713,2955,17.08,17.37,57,Yes,,Aluva,MRO,Critical,14.1,3652,99,5943,0,0.01928934,Medium Quality,1,0,0,1
PO_04555,SUPP_0126,08-09-2022,05-10-2022,27,05-10-2022,Delivered,1669,1944,70.39,64.91,49,Yes,,Aluva,Raw_Materials,Urgent,42.2,2193,196,2656,0,0.025205761,Medium Quality,1,0,1,1
PO_04556,SUPP_0088,30-10-2022,08-11-2022,9,,Cancelled,261,0,53.39,55.18,0,Yes,,Kochi,MRO,Critical,23.6,1718,194,2639,,0,High Quality,2,0,0,0
PO_04557,SUPP_0114,05-12-2022,31-12-2022,26,02-01-2023,Delivered,2152,1062,71.84,74.62,23,Yes,Weather,Palakkad,Raw_Materials,Critical,6.6,4995,191,2971,2,0.02165725,Medium Quality,1,2,1,1
PO_04558,SUPP_0067,05-08-2023,17-08-2023,12,,Cancelled,2231,0,91.92,94.29,0,Yes,,Palakkad,Raw_Materials,Urgent,39.7,1159,196,3369,,0,High Quality,2,0,1,0
PO_04559,SUPP_0010,24-05-2022,11-06-2022,18,11-06-2022,Delivered,1844,1188,43.3,41.64,21,Yes,,Baypur,Packaging,Normal,34.4,1582,64,2189,0,0.017676768,Medium Quality,1,0,3,1
PO_04560,SUPP_0134,23-10-2022,06-11-2022,14,06-11-2022,Delivered,1140,4072,75,70.02,70,Yes,,Muvattupuzha,Components,Normal,39,3843,118,4837,0,0.01719057,Medium Quality,1,0,2,1
PO_04561,SUPP_0057,15-01-2023,09-02-2023,25,,Cancelled,4283,0,22.05,22.75,0,Yes,,Kochi,MRO,Critical,36.8,2136,162,4999,,0,High Quality,2,0,0,0
PO_04562,SUPP_0093,26-10-2022,16-11-2022,21,16-11-2022,Delivered,2119,1126,15.46,16.04,20,Yes,,Muvattupuzha,Components,Urgent,44.5,3854,76,2225,0,0.017761989,Medium Quality,1,0,2,1
PO_04563,SUPP_0041,05-08-2023,11-08-2023,6,11-08-2023,Delivered,751,703,72.53,73.99,14,Yes,,Muvattupuzha,Components,Critical,46.3,4691,181,3757,0,0.019914651,Medium Quality,1,0,2,1
PO_04564,SUPP_0079,02-05-2023,29-05-2023,27,29-05-2023,Delivered,1042,479,86.2,87.91,9,Yes,,Kochi,Raw_Materials,Critical,13.7,2755,180,2403,0,0.018789144,Medium Quality,1,0,1,1
PO_04565,SUPP_0113,21-11-2023,04-12-2023,13,09-12-2023,Delivered,2485,5717,17.89,18.51,101,Yes,Customs,Muvattupuzha,MRO,Normal,39.8,4615,114,5847,5,0.017666608,Medium Quality,1,5,0,1
PO_04566,SUPP_0033,31-05-2022,07-06-2022,7,07-06-2022,Delivered,2750,433,93.7,86.03,5,Yes,,Muvattupuzha,Components,Critical,26.5,2954,111,3751,0,0.011547344,Medium Quality,1,0,2,1
PO_04567,SUPP_0075,29-01-2023,14-02-2023,16,14-02-2023,Delivered,2400,714,21.62,21.43,10,Yes,,Baypur,Raw_Materials,Urgent,18.2,2549,178,3327,0,0.014005602,Medium Quality,1,0,1,1
PO_04568,SUPP_0059,29-01-2022,17-02-2022,19,17-02-2022,Delivered,1190,479,15.11,15.08,9,Yes,,Aluva,Packaging,Normal,39.2,1354,178,5474,0,0.018789144,Medium Quality,1,0,3,1
PO_04569,SUPP_0150,07-11-2022,12-11-2022,5,12-11-2022,Delivered,356,493,23.59,24.63,8,Yes,,Baypur,Raw_Materials,Normal,6.1,4880,190,2011,0,0.016227181,Medium Quality,1,0,1,1
PO_04570,SUPP_0150,13-01-2022,25-01-2022,12,28-01-2022,Delivered,265,1013,15.62,14.56,21,Yes,Customs,Baypur,Raw_Materials,Urgent,28.4,4880,190,2011,3,0.020730503,Medium Quality,1,3,1,1
PO_04571,SUPP_0131,14-06-2023,11-07-2023,27,13-07-2023,Delivered,1486,1354,29.84,29.26,36,Yes,Weather,Aluva,Packaging,Urgent,6.1,2431,178,3081,2,0.026587888,Medium Quality,1,2,3,1
PO_04572,SUPP_0044,19-12-2022,26-12-2022,7,26-12-2022,Delivered,2121,3272,34.15,31.16,71,Yes,,Aluva,Packaging,Critical,2.2,3125,94,3597,0,0.021699267,Medium Quality,1,0,3,1
PO_04573,SUPP_0040,25-08-2023,13-09-2023,19,14-09-2023,Delivered,1105,522,81.05,81.19,15,Yes,Supplier_Issue,Kochi,MRO,Urgent,3.2,3290,101,3020,1,0.028735632,Medium Quality,1,1,0,1
PO_04574,SUPP_0134,19-01-2023,14-02-2023,26,14-02-2023,Delivered,3753,2629,80.75,77.14,47,Yes,,Muvattupuzha,Components,Urgent,44.7,3843,118,4837,0,0.01787752,Medium Quality,1,0,2,1
PO_04575,SUPP_0125,26-10-2023,07-11-2023,12,07-11-2023,Delivered,1389,1607,49.52,48.27,35,Yes,,Baypur,Raw_Materials,Normal,10.1,4864,163,2635,0,0.021779714,Medium Quality,1,0,1,1
PO_04576,SUPP_0135,09-05-2023,19-05-2023,10,19-05-2023,Delivered,409,1439,43.41,44.17,24,Yes,,Muvattupuzha,MRO,Normal,46.1,2794,125,2153,0,0.016678249,Medium Quality,1,0,0,1
PO_04577,SUPP_0124,24-01-2023,21-02-2023,28,21-02-2023,Delivered,1259,1062,40.05,41.72,21,Yes,,Aluva,MRO,Normal,13.1,4642,148,4870,0,0.019774011,Medium Quality,1,0,0,1
PO_04578,SUPP_0017,17-12-2022,27-12-2022,10,30-12-2022,Delivered,501,3244,63.13,63.9,61,Yes,Raw_Material_Shortage,Kochi,Packaging,Urgent,17.2,3112,179,3363,3,0.018803946,Medium Quality,1,3,3,1
PO_04579,SUPP_0053,18-08-2022,14-09-2022,27,14-09-2022,Delivered,2525,3478,27.88,28.11,68,Yes,,Palakkad,Components,Normal,8.7,1163,108,5445,0,0.019551466,Medium Quality,1,0,2,1
PO_04580,SUPP_0072,16-09-2023,02-10-2023,16,03-10-2023,Delivered,1478,3170,64.95,64.46,72,Yes,Logistics,Muvattupuzha,Raw_Materials,Critical,8.6,2302,91,3634,1,0.022712934,Medium Quality,1,1,1,1
PO_04581,SUPP_0051,01-01-2023,21-01-2023,20,21-01-2023,Delivered,1508,2494,85.35,78.54,40,Yes,,Kochi,Components,Urgent,37,1782,152,2709,0,0.016038492,Medium Quality,1,0,2,1
PO_04582,SUPP_0118,07-08-2023,03-09-2023,27,03-09-2023,Delivered,1897,1343,84.29,82.28,28,Yes,,Aluva,Packaging,Critical,8.7,1648,199,4361,0,0.020848846,Medium Quality,1,0,3,1
PO_04583,SUPP_0004,21-06-2023,01-07-2023,10,01-07-2023,Delivered,3333,4391,17.75,16.79,86,Yes,,Kochi,Raw_Materials,Normal,33.9,3944,149,4919,0,0.019585516,Medium Quality,1,0,1,1
PO_04584,SUPP_0052,08-01-2023,30-01-2023,22,30-01-2023,Delivered,2960,498,98.9,98.96,11,Yes,,Kochi,Packaging,Critical,42.4,4913,100,3257,0,0.022088353,Medium Quality,1,0,3,1
PO_04585,SUPP_0009,13-02-2023,28-02-2023,15,05-03-2023,Delivered,751,2214,79.93,75.78,39,Yes,Logistics,Kochi,Raw_Materials,Urgent,44.8,3404,98,2474,5,0.017615176,Medium Quality,1,5,1,1
PO_04586,SUPP_0130,10-03-2022,19-03-2022,9,19-03-2022,Delivered,2955,1847,64.77,66.55,44,No,,Kochi,MRO,Urgent,5.7,3338,176,5464,0,0.023822415,Low Quality,0,0,0,2
PO_04587,SUPP_0142,02-07-2023,23-07-2023,21,23-07-2023,Delivered,3062,3149,86.18,88.34,60,No,,Baypur,Packaging,Critical,45.5,3349,187,4809,0,0.019053668,Low Quality,0,0,3,2
PO_04588,SUPP_0138,23-03-2022,20-04-2022,28,,Cancelled,1214,0,75.55,68.77,0,Yes,,Aluva,Raw_Materials,Normal,5.6,2641,193,4265,,0,High Quality,2,0,1,0
PO_04589,SUPP_0115,04-08-2023,14-08-2023,10,19-08-2023,Delivered,5223,908,14.96,15.47,22,Yes,Supplier_Issue,Palakkad,Raw_Materials,Normal,21,1666,141,5425,5,0.024229075,Medium Quality,1,5,1,1
PO_04590,SUPP_0063,20-09-2022,28-09-2022,8,28-09-2022,Delivered,2091,201,98.86,95.98,6,Yes,,Muvattupuzha,MRO,Critical,33.2,3431,147,2197,0,0.029850746,Medium Quality,1,0,0,1
PO_04591,SUPP_0047,08-12-2023,13-12-2023,5,13-12-2023,Delivered,2551,1442,74.41,71.77,31,Yes,,Aluva,Packaging,Critical,24.9,2481,124,3663,0,0.02149792,Medium Quality,1,0,3,1
PO_04592,SUPP_0063,22-08-2022,10-09-2022,19,10-09-2022,Delivered,1792,596,41.57,40.58,11,Yes,,Muvattupuzha,MRO,Critical,11.9,3431,147,2197,0,0.018456376,Medium Quality,1,0,0,1
PO_04593,SUPP_0117,01-07-2022,21-07-2022,20,21-07-2022,Delivered,3236,513,36.86,33.87,5,Yes,,Palakkad,Components,Normal,37.2,4236,112,5261,0,0.009746589,High Quality,2,0,2,0
PO_04594,SUPP_0069,20-07-2023,07-08-2023,18,12-08-2023,Delivered,1547,1288,46.8,44.78,26,Yes,Customs,Palakkad,Components,Normal,41.3,3411,101,2488,5,0.020186335,Medium Quality,1,5,2,1
PO_04595,SUPP_0049,07-03-2022,29-03-2022,22,03-04-2022,Delivered,798,1962,57.82,57.81,36,Yes,Raw_Material_Shortage,Kochi,MRO,Critical,2.6,3802,178,3400,5,0.018348624,Medium Quality,1,5,0,1
PO_04596,SUPP_0078,04-03-2022,17-03-2022,13,17-03-2022,Delivered,833,3477,99.64,93.7,70,Yes,,Kochi,Components,Normal,39.3,3670,196,4863,0,0.020132298,Medium Quality,1,0,2,1
PO_04597,SUPP_0059,07-09-2022,12-09-2022,5,12-09-2022,Delivered,3657,4502,84.82,88.65,92,Yes,,Aluva,Packaging,Critical,7.3,1354,178,5474,0,0.020435362,Medium Quality,1,0,3,1
PO_04598,SUPP_0149,04-05-2023,13-05-2023,9,,Cancelled,4374,0,18.08,18.04,0,Yes,,Baypur,Raw_Materials,Urgent,30.8,4413,92,5627,,0,High Quality,2,0,1,0
PO_04599,SUPP_0026,04-07-2023,16-07-2023,12,17-07-2023,Delivered,164,1424,96.24,96.14,32,Yes,Logistics,Palakkad,Components,Urgent,7,2562,94,2064,1,0.02247191,Medium Quality,1,1,2,1
PO_04600,SUPP_0019,21-07-2022,14-08-2022,24,14-08-2022,Delivered,4093,1194,58.81,59.21,25,No,,Aluva,MRO,Urgent,13.1,3652,99,5943,0,0.020938023,Low Quality,0,0,0,2
PO_04601,SUPP_0030,29-03-2023,12-04-2023,14,13-04-2023,Delivered,4442,3970,21.98,21,84,Yes,Logistics,Kothamanglam,Raw_Materials,Urgent,17.8,4061,90,5099,1,0.02115869,Medium Quality,1,1,1,1
PO_04602,SUPP_0051,13-04-2022,12-05-2022,29,12-05-2022,Delivered,228,1770,49.94,52.03,37,Yes,,Kochi,Components,Critical,18.7,1782,152,2709,0,0.020903955,Medium Quality,1,0,2,1
PO_04603,SUPP_0056,05-09-2023,13-09-2023,8,13-09-2023,Delivered,4773,3194,31.2,32.31,72,Yes,,Kothamanglam,Packaging,Urgent,13.3,1791,88,5457,0,0.022542267,Medium Quality,1,0,3,1
PO_04604,SUPP_0077,06-08-2023,18-08-2023,12,,Cancelled,3548,0,96.94,95.06,0,No,,Palakkad,Packaging,Normal,33.9,4590,58,5304,,0,Low Quality,0,0,3,2
PO_04605,SUPP_0149,17-03-2023,27-03-2023,10,27-03-2023,Delivered,1112,527,52.18,48.38,11,Yes,,Baypur,Raw_Materials,Normal,6.9,4413,92,5627,0,0.020872865,Medium Quality,1,0,1,1
PO_04606,SUPP_0114,21-10-2023,28-10-2023,7,28-10-2023,Delivered,2284,2586,46.48,44.98,60,Yes,,Palakkad,Raw_Materials,Normal,43.5,4995,191,2971,0,0.023201856,Medium Quality,1,0,1,1
PO_04607,SUPP_0117,01-01-2022,27-01-2022,26,27-01-2022,Delivered,4198,1139,44.54,43.46,27,Yes,,Palakkad,Components,Urgent,16.1,4236,112,5261,0,0.023705004,Medium Quality,1,0,2,1
PO_04608,SUPP_0105,08-09-2023,29-09-2023,21,29-09-2023,Delivered,1238,1822,20.99,20.04,42,Yes,,Kothamanglam,MRO,Urgent,8.8,4514,135,3686,0,0.023051592,Medium Quality,1,0,0,1
PO_04609,SUPP_0127,09-10-2023,28-10-2023,19,28-10-2023,Delivered,3766,705,83.31,86.46,10,Yes,,Aluva,Packaging,Normal,45.4,619,112,3810,0,0.014184397,Medium Quality,1,0,3,1
PO_04610,SUPP_0085,04-06-2023,14-06-2023,10,14-06-2023,Delivered,4457,2684,12.47,12.73,55,Yes,,Baypur,Raw_Materials,Urgent,40.3,4291,117,4848,0,0.020491803,Medium Quality,1,0,1,1
PO_04611,SUPP_0132,18-10-2022,06-11-2022,19,06-11-2022,Delivered,367,2327,38.89,37.41,45,Yes,,Muvattupuzha,Raw_Materials,Critical,17.3,1012,83,3119,0,0.019338204,Medium Quality,1,0,1,1
PO_04612,SUPP_0077,28-09-2022,13-10-2022,15,13-10-2022,Delivered,724,4107,47.98,46.67,80,Yes,,Palakkad,Packaging,Critical,22.6,4590,58,5304,0,0.019478938,Medium Quality,1,0,3,1
PO_04613,SUPP_0064,16-12-2022,22-12-2022,6,22-12-2022,Delivered,1449,2572,38.14,35.09,56,Yes,,Baypur,MRO,Urgent,22,2430,193,2608,0,0.021772939,Medium Quality,1,0,0,1
PO_04614,SUPP_0144,31-05-2023,11-06-2023,11,,Cancelled,2497,0,15.66,15.28,0,Yes,,Kochi,Raw_Materials,Urgent,27.5,1515,118,2515,,0,High Quality,2,0,1,0
PO_04615,SUPP_0113,25-04-2022,21-05-2022,26,22-05-2022,Delivered,4236,1730,34.67,33.85,34,Yes,Raw_Material_Shortage,Muvattupuzha,MRO,Urgent,9.7,4615,114,5847,1,0.019653179,Medium Quality,1,1,0,1
PO_04616,SUPP_0002,23-11-2022,13-12-2022,20,15-12-2022,Delivered,1441,2131,18.82,17.37,51,Yes,Supplier_Issue,Aluva,Components,Urgent,19.8,4272,70,3638,2,0.023932426,Medium Quality,1,2,2,1
PO_04617,SUPP_0127,17-06-2022,15-07-2022,28,15-07-2022,Delivered,3333,3235,12.38,12.95,77,Yes,,Aluva,Packaging,Normal,22.5,619,112,3810,0,0.023802164,Medium Quality,1,0,3,1
PO_04618,SUPP_0017,19-03-2023,04-04-2023,16,04-04-2023,Delivered,1859,637,56.07,55.28,15,Yes,,Kochi,Packaging,Critical,5.9,3112,179,3363,0,0.023547881,Medium Quality,1,0,3,1
PO_04619,SUPP_0078,07-04-2022,17-04-2022,10,17-04-2022,Delivered,1833,3489,13.15,13.09,68,No,,Kochi,Components,Urgent,27.2,3670,196,4863,0,0.019489825,Low Quality,0,0,2,2
PO_04620,SUPP_0088,16-10-2023,21-10-2023,5,21-10-2023,Delivered,1283,2478,9.99,10.08,52,Yes,,Kochi,MRO,Critical,6.6,1718,194,2639,0,0.020984665,Medium Quality,1,0,0,1
PO_04621,SUPP_0138,07-07-2022,25-07-2022,18,26-07-2022,Delivered,3154,2186,40.03,37.16,55,Yes,Raw_Material_Shortage,Aluva,Raw_Materials,Normal,1.5,2641,193,4265,1,0.02516011,Medium Quality,1,1,1,1
PO_04622,SUPP_0060,07-08-2022,28-08-2022,21,28-08-2022,Delivered,1032,1180,21.26,22.38,22,No,,Palakkad,Packaging,Urgent,41,2207,117,5510,0,0.018644068,Low Quality,0,0,3,2
PO_04623,SUPP_0129,09-11-2022,17-11-2022,8,20-11-2022,Delivered,3542,3291,48.16,44.6,59,Yes,Customs,Muvattupuzha,MRO,Critical,36.1,1869,166,3853,3,0.017927682,Medium Quality,1,3,0,1
PO_04624,SUPP_0121,16-04-2022,27-04-2022,11,27-04-2022,Delivered,4883,477,83.23,83.06,8,Yes,,Kochi,MRO,Critical,27.2,3624,109,5051,0,0.016771488,Medium Quality,1,0,0,1
PO_04625,SUPP_0077,17-09-2023,13-10-2023,26,13-10-2023,Delivered,1548,4388,33.98,35.36,82,Yes,,Palakkad,Packaging,Normal,45.5,4590,58,5304,0,0.018687329,Medium Quality,1,0,3,1
PO_04626,SUPP_0147,20-11-2023,04-12-2023,14,04-12-2023,Delivered,705,310,53.22,51.4,6,No,,Muvattupuzha,Raw_Materials,Normal,7,2431,173,3568,0,0.019354839,Low Quality,0,0,1,2
PO_04627,SUPP_0083,10-06-2022,20-06-2022,10,20-06-2022,Delivered,149,1914,95.88,93.51,39,Yes,,Kothamanglam,Packaging,Normal,12.2,598,142,4961,0,0.020376176,Medium Quality,1,0,3,1
PO_04628,SUPP_0102,25-06-2022,24-07-2022,29,,Cancelled,1933,0,21.42,20.25,0,Yes,,Kochi,Raw_Materials,Normal,20.7,2565,74,3758,,0,High Quality,2,0,1,0
PO_04629,SUPP_0041,30-11-2022,20-12-2022,20,21-12-2022,Delivered,1737,3619,92.96,91.54,85,Yes,Supplier_Issue,Muvattupuzha,Components,Urgent,1.2,4691,181,3757,1,0.023487151,Medium Quality,1,1,2,1
PO_04630,SUPP_0107,03-10-2022,17-10-2022,14,18-10-2022,Delivered,1452,179,53.67,54.05,6,Yes,Raw_Material_Shortage,Palakkad,MRO,Urgent,5.1,3037,179,2784,1,0.033519553,Medium Quality,1,1,0,1
PO_04631,SUPP_0121,07-11-2022,28-11-2022,21,01-12-2022,Delivered,4759,3314,81.84,75.05,71,Yes,Customs,Kochi,MRO,Normal,42.8,3624,109,5051,3,0.021424261,Medium Quality,1,3,0,1
PO_04632,SUPP_0079,08-12-2022,25-12-2022,17,27-12-2022,Delivered,1906,2275,95.95,98.92,49,Yes,Customs,Kochi,Raw_Materials,Critical,20.2,2755,180,2403,2,0.021538462,Medium Quality,1,2,1,1
PO_04633,SUPP_0081,06-04-2023,29-04-2023,23,29-04-2023,Delivered,2835,5688,80.01,79.1,104,No,,Muvattupuzha,Raw_Materials,Urgent,21.1,2148,153,5923,0,0.018284107,Low Quality,0,0,1,2
PO_04634,SUPP_0109,31-07-2023,18-08-2023,18,18-08-2023,Delivered,1272,3167,47.23,45.53,64,Yes,,Muvattupuzha,Packaging,Urgent,3.1,4841,88,3500,0,0.020208399,Medium Quality,1,0,3,1
PO_04635,SUPP_0107,06-01-2022,17-01-2022,11,18-01-2022,Delivered,1484,1957,42.95,39.24,45,Yes,Weather,Palakkad,MRO,Normal,19.4,3037,179,2784,1,0.022994379,Medium Quality,1,1,0,1
PO_04636,SUPP_0105,29-12-2022,17-01-2023,19,17-01-2023,Delivered,1746,2785,57.61,57.51,68,Yes,,Kothamanglam,MRO,Critical,20.3,4514,135,3686,0,0.024416517,Medium Quality,1,0,0,1
PO_04637,SUPP_0036,13-04-2023,18-04-2023,5,18-04-2023,Delivered,2462,1167,23.28,21.94,22,Yes,,Palakkad,Components,Urgent,27.4,3190,50,3028,0,0.018851757,Medium Quality,1,0,2,1
PO_04638,SUPP_0005,23-12-2023,06-01-2024,14,08-01-2024,Delivered,5151,4166,17.38,16.6,81,No,Raw_Material_Shortage,Palakkad,Raw_Materials,Normal,32.2,630,199,5380,2,0.019443111,Low Quality,0,2,1,2
PO_04639,SUPP_0066,29-10-2022,07-11-2022,9,14-11-2022,Delivered,1559,1261,38.27,37.28,22,Yes,Customs,Baypur,Raw_Materials,Normal,13.3,3897,142,3794,7,0.017446471,Medium Quality,1,7,1,1
PO_04640,SUPP_0083,14-03-2023,28-03-2023,14,02-04-2023,Delivered,851,3290,54.22,54.24,71,Yes,Weather,Kothamanglam,Packaging,Urgent,16.8,598,142,4961,5,0.021580547,Medium Quality,1,5,3,1
PO_04641,SUPP_0143,28-07-2023,18-08-2023,21,18-08-2023,Delivered,1113,3928,55.75,53.41,76,Yes,,Aluva,Raw_Materials,Critical,29.5,4230,145,4816,0,0.019348269,Medium Quality,1,0,1,1
PO_04642,SUPP_0052,09-08-2022,18-08-2022,9,18-08-2022,Delivered,1101,2287,24.75,24.53,33,Yes,,Kochi,Packaging,Critical,46.6,4913,100,3257,0,0.014429383,Medium Quality,1,0,3,1
PO_04643,SUPP_0129,27-03-2023,02-04-2023,6,09-04-2023,Delivered,2746,1708,35.88,33.09,38,Yes,Customs,Muvattupuzha,MRO,Normal,9.4,1869,166,3853,7,0.022248244,Medium Quality,1,7,0,1
PO_04644,SUPP_0020,06-09-2022,11-09-2022,5,11-09-2022,Delivered,2543,403,15.99,15.74,6,Yes,,Aluva,Components,Normal,27.3,3573,183,4613,0,0.014888337,Medium Quality,1,0,2,1
PO_04645,SUPP_0084,07-05-2023,25-05-2023,18,27-05-2023,Delivered,1340,358,14.07,13.01,9,Yes,Supplier_Issue,Aluva,Packaging,Urgent,24.3,4933,103,5234,2,0.025139665,Medium Quality,1,2,3,1
PO_04646,SUPP_0012,07-11-2023,22-11-2023,15,25-11-2023,Delivered,862,2934,106,97.33,70,Yes,Weather,Kochi,MRO,Critical,20.3,1767,113,3528,3,0.023858214,Medium Quality,1,3,0,1
PO_04647,SUPP_0125,13-09-2022,24-09-2022,11,25-09-2022,Delivered,881,2451,13.89,13.17,50,Yes,Customs,Baypur,Raw_Materials,Critical,40,4864,163,2635,1,0.020399837,Medium Quality,1,1,1,1
PO_04648,SUPP_0097,02-03-2022,27-03-2022,25,27-03-2022,Delivered,1927,4018,30.9,31.63,84,Yes,,Kothamanglam,Raw_Materials,Normal,25.2,3065,148,5963,0,0.020905923,Medium Quality,1,0,1,1
PO_04649,SUPP_0015,17-10-2023,01-11-2023,15,01-11-2023,Delivered,1564,2329,48.63,45.99,56,Yes,,Palakkad,MRO,Urgent,4.5,1100,109,4061,0,0.024044654,Medium Quality,1,0,0,1
PO_04650,SUPP_0071,05-07-2023,28-07-2023,23,28-07-2023,Delivered,1515,922,45.73,41.84,13,Yes,,Muvattupuzha,Packaging,Urgent,23.6,2885,153,2640,0,0.014099783,Medium Quality,1,0,3,1
PO_04651,SUPP_0113,19-10-2022,17-11-2022,29,17-11-2022,Delivered,5443,2580,70.69,69.02,57,Yes,,Muvattupuzha,MRO,Normal,8.3,4615,114,5847,0,0.022093023,Medium Quality,1,0,0,1
